node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until
10159272,COLBEX INVESTMENTS INC.,COLBEX INVESTMENTS INC.,,PMA,Panama,,CRA. 14 NÂº 90 - 31 OF. 302 CHICO  BOGOTA, COLOMBIA BOGOTA COLOMBIA,62896,15-JUN-2011,16-JUL-2013,15-JUL-2013,,Defaulted,Mossack Fonseca,0,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159266,AMRYM, S. A.,AMRYM, S. A.,,PMA,Panama,,JAIME ARIAS MOLINA & ABOGADOS CALLE 7 NO 39 - 215 OFC. 507 EDIF. BBVA. MEDELLIN COLOMBIA,67249,01-AUG-2006,,,,Active,Mossack Fonseca,4,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159319,AMBOY CAPITAL INC.,AMBOY CAPITAL INC.,,PMA,Panama,,PHILIPPE A. STIERNON CRA13  NO. 82 - 49 OFICINA 405 BOGOTÃ, COLOMBIA,66391,20-MAR-2011,,,,Active,Mossack Fonseca,71,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159392,HAYDEN CONSULTANTS S.A.,HAYDEN CONSULTANTS S.A.,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,63107,12-JUL-2011,,,,Active,Mossack Fonseca,71,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159418,LANSBURY FINANCE INC.,LANSBURY FINANCE INC.,,PMA,Panama,,GIOVANNI MAURICIO VARGAS URIBE CARRERA 11A NO. 93A - 80 OFC. 203 BOGOTA, COLOMBIA,61473,11-FEB-2011,17-JUL-2015,15-JUL-2015,,Defaulted,Mossack Fonseca,1,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159420,BROMPTON CONTRACTORS INC.,BROMPTON CONTRACTORS INC.,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,63400,05-AUG-2011,,,,Active,Mossack Fonseca,91,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159564,ASTRA INVESTMENT GROUP INC.,ASTRA INVESTMENT GROUP INC.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",64887,02-DEC-2011,,,,Active,Mossack Fonseca,2,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159477,DEIMLERR CONSULTANTS GROUP S.A.,DEIMLERR CONSULTANTS GROUP S.A.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",68183,01-AUG-2012,,,,Active,Mossack Fonseca,28,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159537,LINK COMERCIAL GROUP INC.,LINK COMERCIAL GROUP INC.,,PMA,Panama,,NAVARRETE CONSULTORES CALLE 67 NO. 8 -12 OF  301 BOGOTÃ, COLOMBIA,64893,14-AUG-2003,09-DEC-2014,15-JAN-2017,,Dissolved,Mossack Fonseca,98,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159515,KINGSWELL HOLDING INC.,KINGSWELL HOLDING INC.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",68185,02-AUG-2012,,,,Active,Mossack Fonseca,98,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159585,MELVILLE ENTERPRISES GROUP S.A.,MELVILLE ENTERPRISES GROUP S.A.,,PMA,Panama,,CYG INTEGRAL S.A.S CALLE 21 SUR NO 42 B 30 INT 1003 REFUGIOS DE LA FRONTERA MEDELLIN COLOMBIA,64889,02-DEC-2011,17-JAN-2014,15-JAN-2014,,Defaulted,Mossack Fonseca,0,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159601,GREYROCK TECHNOLOGIES S.A.,GREYROCK TECHNOLOGIES S.A.,,BVI,British Virgin Islands,,000 CARRERA 8 NO. 91 â€“ 16 BOGOTÃ BOGOTA COLOMBIA,6042139,08-OCT-2014,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159631,STARSON MANAGEMENT INC.,STARSON MANAGEMENT INC.,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,61590,27-APR-2011,,,,Active,Mossack Fonseca,1,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159649,JUDARALI INC.,JUDARALI INC.,,BVI,British Virgin Islands,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,6046674,02-DEC-2015,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159737,KENMARK DEVELOPMENT INC.,KENMARK DEVELOPMENT INC.,,PMA,Panama,,CARRERA 43A NO 9 SUR - 91 TORRE NORTE OFC. 1104   MEDELLIN,COLOMBIA MEDELLIN COLOMBIA,62325,20-APR-2011,24-NOV-2014,15-JUL-2016,,Discontinued,Mossack Fonseca,30,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159789,HERMERCURIUS INC.,HERMERCURIUS INC.,,PMA,Panama,,EDUARDO ENRIQUE RODRIGUEZ MUÃ‘OZ CRA 2A NO 70 - 09 (501) BOGOTA - COLOMBIA,61621,14-MAR-2011,16-JUL-2013,15-JUL-2013,,Defaulted,Mossack Fonseca,17,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159887,LANDTON BUSINESS INC.,LANDTON BUSINESS INC.,,PMA,Panama,,LANDTON BUSINESS INC. MANRIQUE & ASOCIADOS ABOGADOS CALLE 127 B NO. 45-23 BOGOTA,  COLOMBIA,67738,06-JUL-2012,,,,Active,Mossack Fonseca,79,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10159861,RESC CORP,RESC CORP,,PMA,Panama,,"BURITICA ABOGADOS CONSULTORES LTDA. CALLE 70, NO. 7 - 60, OFICINA 302 BOGOTA COLOMBIA",66275,14-MAR-2012,,,,Active,Mossack Fonseca,81,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160192,OPERADORA AGROINDUSTRIAL DEL META S.A.,OPERADORA AGROINDUSTRIAL DEL META S.A. [HANBOURNE HOLDINGS INC.],HANBOURNE HOLDINGS INC.,PMA,Panama,,BAKER & MCKENZIE S.A.S AVE. 82 NO. 10-62, PISO 6 BOGOTA COLOMBIA,65211,03-JAN-2012,,,,Active,Mossack Fonseca,2,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160290,RYCOTT CAPITAL CORP.,RYCOTT CAPITAL CORP.,,BVI,British Virgin Islands,,000 CARRERA 8 NO. 91 â€“ 16 BOGOTÃ BOGOTA COLOMBIA,6041902,19-SEP-2014,13-NOV-2015,30-APR-2016,,Defaulted,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160296,SUELOS INGENIERÃA, INC.,SUELOS INGENIERÃA, INC. [SAMDUKE ENTERPRISES INC.],SAMDUKE ENTERPRISES INC.,PMA,Panama,,IGNACIO SANIN BERNAL & CIA CALLE 43#46-66 BARRANQUILLA COLOMBIA,67741,06-JUL-2012,,,,Active,Mossack Fonseca,19,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160312,Minatura Ghana S.A.,Minatura Ghana S.A.,,PMA,Panama,,"MINATURA CLAUDIA HERRERA, GERENTE CARRERA 25 # 1 A SUR 155 PISO 17, EDIFICIO PLATINUM SUPERIOR MEDELLIN, ANTIOQUIA, COLOMBIA",63907,29-SEP-2011,21-JAN-2015,15-JAN-2015,,Defaulted,Mossack Fonseca,2,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160337,Safegate Investments S.A.,Safegate Investments S.A.,,PMA,Panama,,CONSULTORIA Y GESTION INTEGRAL CALLE 11B N 31A-18 POBLADO-LALINDE MEDELLIN COLOMBIA,68463,24-AUG-2012,,,,Active,Mossack Fonseca,9,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160344,PENDALE DEVELOPMENT INC.,PENDALE DEVELOPMENT INC.,,PMA,Panama,,BAKER & MCKENZIE S.A.S AVE. 82 NO. 10-62, PISO 6 BOGOTA COLOMBIA,64802,30-NOV-2011,,15-JAN-2017,,Dissolved,Mossack Fonseca,33,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160393,CARIBBEAN CHARTER GLOBAL S.A.,CARIBBEAN CHARTER GLOBAL S.A.,,PMA,Panama,,CONSULTORIA Y GESTION INTEGRAL CALLE 11B N 31A-18 POBLADO-LALINDE MEDELLIN COLOMBIA,64936,09-DEC-2011,17-JAN-2014,15-JAN-2014,,Defaulted,Mossack Fonseca,20,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160401,SANDARA HOLDING S.A.,SANDARA HOLDING S.A.,,BVI,British Virgin Islands,,LINA GOMEZ VAZQUEZ CARRERA 43A NO. 9 SUR -91 OFICINAS 905 Y 906 TORRE SUR CENTRO DE NEGOCIOS LAS VILLAS MEDELLIN COLOMBIA,6043419,05-MAR-2015,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160551,GLENCRAIG HOLDINGS INC.,GLENCRAIG HOLDINGS INC.,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,63399,05-AUG-2011,,15-JAN-2015,,Defaulted,Mossack Fonseca,6,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160557,PHILLIMORE PORTFOLIO LTD.,PHILLIMORE PORTFOLIO LTD.,,BVI,British Virgin Islands,,DAVID BEDOYA GOYES CARRERA 15 NO. 88 â€“ 64 OFICINA 512 BOGOTA COLOMBIA,6044904,15-JUN-2015,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160609,GLOBAL INVESTMENT & TRADING MANAGEMENT INC.,GLOBAL INVESTMENT & TRADING MANAGEMENT INC.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",67756,28-AUG-2012,,,,Active,Mossack Fonseca,20,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160615,PENHALE CONSULTING CORP.,PENHALE CONSULTING CORP.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",67617,22-JUN-2012,,,,Active,Mossack Fonseca,3,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160819,FERMOR INVESTMENTS S.A.,FERMOR INVESTMENTS S.A.,,PMA,Panama,,CYG INTEGRAL S.A.S CALLE 21 SUR NO 42 B 30 INT 1003 REFUGIOS DE LA FRONTERA MEDELLIN COLOMBIA,64225,04-OCT-2011,17-JAN-2014,15-JAN-2014,,Defaulted,Mossack Fonseca,8,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160828,NORTEYD, CORP.,NORTEYD, CORP.,,PMA,Panama,,NAVARRETE CONSULTORES CALLE 67 NO. 8 -12 OF  301 BOGOTÃ, COLOMBIA,65258,25-AUG-2000,,,,Active,Mossack Fonseca,5,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160830,SOMOSINCO INC.,SOMOSINCO INC.,,BVI,British Virgin Islands,,ACOSTA ARANGO CALLE 79 NO 7A - 30 BOGOTA COLOMBIA,6041987,27-OCT-2014,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160838,EMPLEOS S.A.,EMPLEOS S.A.,,PMA,Panama,,NAVARRETE CONSULTORES CALLE 67 NO. 8 -12 OF  301 BOGOTÃ, COLOMBIA,64894,15-DEC-2003,,,,Active,Mossack Fonseca,27,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160844,ARTANO INDUSTRIES CORP.,ARTANO INDUSTRIES CORP.,,PMA,Panama,,CRA. 11 NÂº 94 - 47 OF. 503 - 504  BOGOTÃ, COLOMBIA BOGOTA COLOMBIA,65193,04-JAN-2012,,,,Active,Mossack Fonseca,12,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160847,RENGATE INVESTMENTS S.A.,RENGATE INVESTMENTS S.A.,,PMA,Panama,,HLB FAST & ABS AUDITORES Y CONSULTORES LTDA Calle 102 A#47A-09 NIT 800.159.484-7 BOGOTÃ, COLOMBIA,69313,09-OCT-2012,,,,Active,Mossack Fonseca,46,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160862,La Ceibita Investments Ventures S.A.,La Ceibita Investments Ventures S.A.,,PMA,Panama,,MANRIQUE & ASOCIADOS ABOGADOS CARRERA 13 NO 72-21 OFICINA 401 BOGOTA COLOMBIA,60722,14-DEC-2010,,,,Active,Mossack Fonseca,21,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160877,O.L.M. REALTY, INC.,O.L.M. REALTY, INC.,,PMA,Panama,,NAVARRETE CONSULTORES CALLE 67 NO. 8 -12 OF  301 BOGOTÃ, COLOMBIA,64896,31-OCT-2003,,,,Active,Mossack Fonseca,21,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160881,ORILLE MANAGEMENT INC.,ORILLE MANAGEMENT INC.,,PMA,Panama,,CYG INTEGRAL S.A.S CALLE 21 SUR NO 42 B 30 INT 1003 REFUGIOS DE LA FRONTERA MEDELLIN COLOMBIA,63763,09-SEP-2011,17-JAN-2014,15-JAN-2014,,Defaulted,Mossack Fonseca,77,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160883,EDSON BUSINESS S.A.,EDSON BUSINESS S.A.,,PMA,Panama,,"ANPARA ABOGADOS CALLE 6 SUR NO. 43 A - 254, EDIFICIO ALCAZAR DE OVIEDO, OF 303 MEDELLIN COLOMBIA",69469,19-OCT-2012,21-JAN-2015,15-JAN-2015,,Defaulted,Mossack Fonseca,86,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160907,MENDELSON INTERNATIONAL INC.,MENDELSON INTERNATIONAL INC.,,PMA,Panama,,"BARRIOS  VELEZ & ASOCIADOS CALLE 79 A, NO. 8 - 63, PISO 6 BOGOTÃ, COLOMBIA",69471,19-OCT-2012,,,,Active,Mossack Fonseca,80,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161006,Deneuve Management Inc.,Deneuve Management Inc. [LANGE RESOURCES S.A.],LANGE RESOURCES S.A.,PMA,Panama,,CRA. 11 NÂº 94 - 47 OF. 503 - 504  BOGOTÃ, COLOMBIA BOGOTA COLOMBIA,69383,23-FEB-2012,,,,Active,Mossack Fonseca,42,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160949,Hayden Consultants S.A,Hayden Consultants S.A,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,63862,,10-OCT-2011,01-APR-1001,,Inactivated,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160969,MAINLINE ENTERPRISES GLOBAL INC.,MAINLINE ENTERPRISES GLOBAL INC.,,PMA,Panama,,ACONTRIBUT S.A. CALLE 104 NO 14 A 45 OFC 303 BOGOTA, COLOMBIA,65190,11-JAN-2012,16-JUL-2014,15-JUL-2014,,Defaulted,Mossack Fonseca,44,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10160996,AKI DEVELOPMENT CORP.,AKI DEVELOPMENT CORP.,,PMA,Panama,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,69425,07-OCT-2010,21-JAN-2015,15-JAN-2015,,Defaulted,Mossack Fonseca,97,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161002,Klasse Investment Inc.,Klasse Investment Inc.,,BVI,British Virgin Islands,,MAURICIO MARIN CALLE 67. NO 4A -15 BOGOTA COLOMBIA,6046501,30-NOV-2015,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161016,ALPINA INTERNATIONAL HOLDINGS S.A.,ALPINA INTERNATIONAL HOLDINGS S.A.,,PMA,Panama,,MANRIQUE & ASOCIADOS ABOGADOS CARRERA 13 NO 72-21 OFICINA 401 BOGOTA COLOMBIA,64030,24-SEP-2011,,,,Active,Mossack Fonseca,95,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161021,Agroindustria sostenible de Colombia S.A. - Agroscol S.A.,Agroindustria sostenible de Colombia S.A. - Agroscol S.A. [AGRÃCOLA TILLAVÃ S.A.],AGRÃCOLA TILLAVÃ S.A.,PMA,Panama,,BAKER & MCKENZIE S.A.S AVE. 82 NO. 10-62, PISO 6 BOGOTA COLOMBIA,65208,03-JAN-2012,,,,Active,Mossack Fonseca,30,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161022,INVERMAR TRADING CORPORATION,INVERMAR TRADING CORPORATION,,PMA,Panama,,SR. MANUEL J. MARTINEZ POSSO AVENIDA 10 NORTE NO. 10-40 EDIFICIO MONSERRATE CALI, COLOMBIA,6072,17-MAR-1986,15-MAR-1995,17-JUN-1987,,Defaulted,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161023,NEWTREE CORP.,NEWTREE CORP.,,PMA,Panama,,SERVIENTREGA GRAN SEDE CALLE 77 NO. 10  - 75 BOGOTA, COLOMBIA,60747,29-AUG-2003,,,,Active,Mossack Fonseca,56,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161031,IPMAY OVERSEAS CORP.,IPMAY OVERSEAS CORP.,,BVI,British Virgin Islands,,NATALIA VALENCIA BOTERO CALLE 67 # 7-35  OF 1202 BOGOTA COLOMBIA,6045053,02-JUL-2015,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161080,ELLSBURG GROUP S.A.,ELLSBURG GROUP S.A.,,PMA,Panama,,DR. ANDRES MEDINA CARRERA 9 NO. 74-08 OF. 201 BOGOTA COLOMBIA,65198,04-JAN-2012,,,,Active,Mossack Fonseca,50,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161099,GLOBAL AFFILIATES CORP.,GLOBAL AFFILIATES CORP.,,PMA,Panama,,CONSULTORIA Y GESTION INTEGRAL CALLE 11B N 31A-18 POBLADO-LALINDE MEDELLIN COLOMBIA,63149,07-JUL-2011,17-JAN-2014,15-JAN-2014,,Defaulted,Mossack Fonseca,5,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161115,MECAPAT GROUP INC.,MECAPAT GROUP INC.,,PMA,Panama,,CASTRO| LEIVA| RENDON| CRIALES ABOGADOS CARRERA 7 NO. 77 - 07 OFC.1003  BOGOTA, COLOMBIA BOGOTA COLOMBIA,64007,23-SEP-2011,,,,Active,Mossack Fonseca,71,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161181,LIBCOM DE PANAMA S.A.,LIBCOM DE PANAMA S.A.,,PMA,Panama,,"PINZON PINZON & ASOCIADOS CALLE 99, NO. 12 - 39, PISO 4 BOGOTA, COLOMBIA",61967,01-APR-2011,,,,Active,Mossack Fonseca,1,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161219,HAMPTON ASSOCIATES GLOBAL INC.,HAMPTON ASSOCIATES GLOBAL INC.,,PMA,Panama,,INDIRA ROSALBA VIANA GOMEZ  CALLE 59A NO. 8 - 15 OFC. 201 BOGOTA, COLOMBIA CALLE 22A NO. 48 - 38 CASA 22,60842,04-JAN-2011,16-JUL-2013,15-JUL-2013,,Defaulted,Mossack Fonseca,87,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161223,FLY NORTH NEW ZEALAND LIMITED,FLY NORTH NEW ZEALAND LIMITED,,NZL,New Zealand,,CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA,6200109,03-FEB-2014,,,,Active,Mossack Fonseca,4903279,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161300,LAYSON INC.,LAYSON INC.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",66929,03-MAY-2012,,,,Active,Mossack Fonseca,92,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161325,ELLWOOD ENTERPRISES S.A.,ELLWOOD ENTERPRISES S.A.,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,65638,27-JAN-2012,,,,Active,Mossack Fonseca,14,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161327,CUVAL INVESTMENTS CORP.,CUVAL INVESTMENTS CORP.,,PMA,Panama,,BENJAMIN CUBIDES CARRERA 9 NO. 94Âª â€“ 27 BOGOTA COLOMBIA,70040,27-JAN-2011,,,,Active,Mossack Fonseca,11,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161331,MERVIN INVESTMENTS INTERNATIONAL INC.,MERVIN INVESTMENTS INTERNATIONAL INC.,,PMA,Panama,,"MARÃA MARGARITA ACEVEDO SCHWABE DIAGONAL 91 # 4A â€“ 45 APTO 701, EDIFICIO ACUARIO, BARRIO CHICÃ“ ALTO BOGOTA COLOMBIA",66477,21-MAR-2012,,,,Active,Mossack Fonseca,87,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161336,BLUE SKY & GREEN CORPORATION LIMITED,BLUE SKY & GREEN CORPORATION LIMITED,,NZL,New Zealand,,RODRIGO URIBE LARGACHA CARRERA 51 N 79-34 OFC 501  EDIFICIO EXECUTIVE TRADE CENTER BARRANQUILLA - COLOMBIA,6200127,16-OCT-2013,,,,Active,Mossack Fonseca,4712179,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161382,EINDOVEN INC.,EINDOVEN INC.,,PMA,Panama,,CARRERA 43A NO 9 SUR - 91 TORRE NORTE OFC. 1104   MEDELLIN,COLOMBIA MEDELLIN COLOMBIA,61837,16-MAR-2011,,,,Active,Mossack Fonseca,4,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161401,NETWORK MEDIA INC.,NETWORK MEDIA INC.,,PMA,Panama,,"ANA MARIA SERRANO BARONA DIAG 127 B NO. 72-26, KALATRABA, BOGOTA COLOMBIA",66539,11-APR-2012,,,,Active,Mossack Fonseca,37,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161419,SHIZIWANG INVESTMENTS S.A.,SHIZIWANG INVESTMENTS S.A.,,PMA,Panama,,"BURITICA ABOGADOS CONSULTORES LTDA. CALLE 70, NO. 7 - 60, OFICINA 302 BOGOTA COLOMBIA",65875,28-FEB-2012,,15-JUL-2014,,Defaulted,Mossack Fonseca,8,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161451,DERBEN INVESTMENTS S.A.,DERBEN INVESTMENTS S.A.,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,65788,08-FEB-2012,,,,Active,Mossack Fonseca,72,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161476,GOLDHILL INTERNATIONAL S.A.,GOLDHILL INTERNATIONAL S.A.,,PMA,Panama,,HERNAN DARIO YEPES AV. DORADO NO 84A - 55 LOCAL EXTERIOR 19   BOGOTA, COLOMBIA BOGOTA COLOMBIA,65327,04-JAN-2012,,,,Active,Mossack Fonseca,97,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161528,ANCONA TRADING LIMITED INC.,ANCONA TRADING LIMITED INC.,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,62103,20-APR-2011,22-JUN-2012,15-JUL-2013,,Defaulted,Mossack Fonseca,60,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161580,ELSFIELD GLOBAL CORP.,ELSFIELD GLOBAL CORP.,,PMA,Panama,,DR. ANDRES MEDINA CARRERA 9 NO. 74-08 OF. 201 BOGOTA COLOMBIA,66122,29-FEB-2012,17-JUL-2015,15-JUL-2015,,Defaulted,Mossack Fonseca,45,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161606,FRONTIERS METAL INC.,FRONTIERS METAL INC.,,PMA,Panama,,HLB FAST & ABS AUDITORES Y CONSULTORES LTDA Calle 102 A#47A-09 NIT 800.159.484-7 BOGOTÃ, COLOMBIA,62181,07-APR-2011,,,,Active,Mossack Fonseca,90,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161620,VICTORY SERVICES INTERNATIONAL INC.,VICTORY SERVICES INTERNATIONAL INC.,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,62216,14-APR-2011,,,,Active,Mossack Fonseca,54,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161621,ROSSACK MANAGEMENT PORTFOLIO S.A.,ROSSACK MANAGEMENT PORTFOLIO S.A.,,BVI,British Virgin Islands,,MAURICIO MARIN CALLE 67. NO 4A -15 BOGOTA COLOMBIA,6043996,26-MAR-2015,,,,Active,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161623,AFJ TRADING CORP.,AFJ TRADING CORP.,,PMA,Panama,,"BURITICA ABOGADOS CONSULTORES LTDA. CALLE 70, NO. 7 - 60, OFICINA 302 BOGOTA COLOMBIA",65575,24-JAN-2012,,,,Active,Mossack Fonseca,21,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161652,BBB EQUIPOS S.A.,BBB EQUIPOS S.A.,,PMA,Panama,,NAVARRETE CONSULTORES CALLE 67 NO. 8 -12 OF  301 BOGOTÃ, COLOMBIA,63934,16-SEP-2011,,,,Active,Mossack Fonseca,18,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161666,Curvale Group Corp,Curvale Group Corp,,PMA,Panama,,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÃ COLOMBIA,63864,,10-OCT-2011,01-APR-1001,,Inactivated,Mossack Fonseca,,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161715,KLENFIELD FINANCE S.A.,KLENFIELD FINANCE S.A.,,PMA,Panama,,CYG INTEGRAL S.A.S CALLE 21 SUR NO 42 B 30 INT 1003 REFUGIOS DE LA FRONTERA MEDELLIN COLOMBIA,64223,05-OCT-2011,17-JAN-2014,15-JAN-2014,,Defaulted,Mossack Fonseca,62,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
10161727,Zaragoza Holdings Group S.A.,Zaragoza Holdings Group S.A.,,PMA,Panama,,"MINATURA CLAUDIA HERRERA, GERENTE CARRERA 25 # 1 A SUR 155 PISO 17, EDIFICIO PLATINUM SUPERIOR MEDELLIN, ANTIOQUIA, COLOMBIA",63908,29-SEP-2011,21-JAN-2015,15-JAN-2015,,Defaulted,Mossack Fonseca,80,COL,Colombia,Panama Papers,The Panama Papers data is current through 2015
